sphinx3        
num 0	0	41014	9663952	507969	242778	84885	
num 0	1	    5	  904	  222	   97	   57	
num 0	2	   15	 3444	  176	  125	   95	
num 0	3	   38	 8696	  433	  345	  254	
num 0	4	   44	 9894	  584	  428	  358	
num 0	5	   22	 4887	  444	  178	  123	
num 0	6	  108	22069	 2050	 2046	 1483	
num 0	7	  298	60750	 6345	 4984	 4209	
num 0	8	68649	12819914	1850464	1473907	1429859	
num 0	9	    0	    0	    0	    0	    0	
num 0	10	    0	    0	    0	    0	    0	
num 0	11	    0	    0	    0	    0	    0	
num 0	12	    0	    0	    0	    0	    0	
num 0	13	   41	 4057	 2695	 1888	 1856	
num 0	14	  927	91432	59061	44334	42485	
num 0	15	48227	4563258	3079327	2446090	2257437	
num 0	16	1908287	173252851	123325140	101529019	90414462	
num 1	0	 3970	871887	72210	46244	25979	
num 1	1	   56	10665	 1823	 1119	  729	
num 1	2	   62	12489	 1564	 1151	  668	
num 1	3	  138	28867	 2861	 2246	 1354	
num 1	4	   82	15237	 2582	 1867	 1306	
num 1	5	  193	35678	 6008	 4269	 3453	
num 1	6	  607	112432	18829	13899	10232	
num 1	7	18304	3277352	565704	456325	386443	
num 1	8	   33	 3405	 2615	 1451	  977	
num 1	9	    2	  261	  112	   78	   61	
num 1	10	    0	    0	    0	    0	    0	
num 1	11	    0	    0	    0	    0	    0	
num 1	12	   19	 1805	 1409	  922	  728	
num 1	13	 1667	165611	106390	80711	74040	
num 1	14	75634	7232446	4796167	3813943	3519748	
num 1	15	2408469	220624946	154688959	126870740	114383419	
num 2	0	 9166	1905120	211854	150737	78785	
num 2	1	  249	46718	 7945	 6011	 3070	
num 2	2	  412	77606	12826	 9880	 5160	
num 2	3	  376	67033	13438	10014	 5771	
num 2	4	  622	112017	20788	15480	10947	
num 2	5	 1363	246837	43399	33192	25500	
num 2	6	27294	4870591	825263	716733	574677	
num 2	7	   55	 7838	 2633	 2278	 1331	
num 2	8	  106	13540	 5492	 5301	 2803	
num 2	9	    7	  976	  318	  286	  212	
num 2	10	   25	 2255	 1995	 1452	  698	
num 2	11	   74	 6804	 5397	 3828	 2915	
num 2	12	 2082	202368	136060	103212	91352	
num 2	13	61628	5920804	3916582	3100221	2839161	
num 2	14	1673363	154802235	106792053	87363292	79423348	
num 3	0	18275	3687530	449219	370438	171213	
num 3	1	  855	154810	30115	22219	11736	
num 3	2	 1229	218151	42993	34624	18856	
num 3	3	 1781	313678	61942	49461	30855	
num 3	4	 2203	386782	75220	61732	40234	
